,opportunity_id,title,hits,summary,category_id,category_desc,org_title
568,5041,Career Conference 2011- CALL FOR PROFESSIONALS!,314,We are seeking Professionals in a variety of industries to participate in roundtable discussions with students! We are also seeking Professionals who are interested in conducting a workshop for our scholars on Networking.   Networking: People skills to get you where you want to go!,3.0,Education,The Harlem Educational Activities Fund
569,5320,Help A Middle School Student Learn A New Skill --55+ Only,140,"At Citizen Schools, middle school students work side-by-side with experts like you to explore new fields, learn new skills, and create something real for their community.",3.0,Education,Community Service Society/Retired & Senior Volunteer Program (RSVP)
570,5717,MS131 Painting Project,410,Join us for a painting project at MS131 in Chinatown on September 10th 2011. As part of our day of service in remembrance of 9/11.,3.0,Education,Pace University Community & Volunteer Mobilization AmeriCorps
571,5099,Fundraising Inern,280,"ARTs East New York Inc. is looking for open-minded, motivated volunteer with an interest in the arts and community development to further the mission of our organization. Volunteer should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",1.0,Strengthening Communities,ARTs East New York Inc.
572,5334,It's Never A Bad Time to Make A Friend--55+ Only,188,Community Services-Nazi Victim Friendly Visitor Program. This friendly visiting program serves as the last surviving relative to the victims of the Nazi Persecution. Supported by social workers these are people who would benefit from a friendly visitor who can spend an hour a week with clients.,2.0,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP)
573,5370,HTML Curriculum Design Intern,80,Girls Inc. of NYC seeks a HTML Curriculum Design Intern to supplement and expand our HTML curriculum for girls in grades 6 – 11.,1.0,Strengthening Communities,Girls Incorporated Of New York City
574,5499,Dance/Drama Instructor,126,"We are seeking an instructor for our youth dance/drama workshop. Mon and Wed 3p-5p. The students will be conducting a production of ""The Wiz"". Instructor will be responsible for creating all lesson plans and reports.   ARTs East New York Inc.  artseastny.com",3.0,Education,ARTs East New York Inc.
575,5530,Tour Guide Volunteer Opportunity,237,We are currently seeking friendly and energetic adults to be part of NYBG’s tour guide program.,4.0,Environment,The New York Botanical Garden
576,5203,Youth Service Day: Neighborhood Festival 2011,357,Join KHCC and Horace Mann High School for a celebration of service learning!,3.0,Education,Kingsbridge Heights Community Center (KHCC)
577,5301,Volunteer at CMA's Annual Family Benefit,886,"Volunteers needed for our exciting Family Benefit at Webster Hall, May 22, 2011!",1.0,Strengthening Communities,Children's Museum Of The Arts
578,5214,Technology Course Facilitator ,243,"Facilitate an IT focused course, there are opportunities for basic, intermediate and specialized IT program facilitation in addition to assistance with community engagement and outreach.",1.0,Strengthening Communities,iGotITtoo
579,5355,Route Marshall,45,"You will ride one of the various routes (15, 30, 45, 62, 100 miles)  to see order is maintained, any emergencies be addressed, and any questions that the riders may have be answered.",1.0,Strengthening Communities,American Diabetes Association
580,5290,"Office Support, Volunteer Recruitment and Personnel Opportunities",572,"Office support - Provide office support, office management, database management, desktop publishing, word processing and any other office work  Volunteer Recruitment & Personnel - Recruit, supervise and communicate with volunteers and interns in our office and all over the world",1.0,Strengthening Communities,Hearts and Minds
581,5381,JASA Nutrition Workshop Volunteer info session,215,Learn more about how you can help with our Nutrition Workshop series.,5.0,Health,Jewish Association for Services for the Aged (JASA)
582,5725,Blankets of Love,237,Knitting Project,1.0,Strengthening Communities,FEGS
583,5753,Staten Island: Zumba Instructor for Shape Up New York!,29,NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at Faber Park in Staten Island.,5.0,Health,New York City Department of Parks & Recreation
584,5447,WordPress Blog for Professionals,77,Blogs enable organizations to easily publish a stream of new content. WordPress is a free open-source and SEO-friendly blogging software that organizations can use to build blogs and provide regularly updated content to their audiences,1.0,Strengthening Communities,Catchafire
585,5340,Mt. Zion Kidz Fair,465,"A day of fun and games, giveways for the entire community.",1.0,Strengthening Communities,  Brooklyn Center for Quality Life (BCQL)
586,5107,Ice Skating - Police Athletic League,1,Please join us and the PAL kids for ice skating at Riverbank Park. It's a great way to enjoy the final days of winter and for a very good cause! Volunteers are kindly asked to pay for their expenses on the day. Admission to rink and skate rental are $5.00 and $6.00 respectively.,1.0,Strengthening Communities,Street Project
587,5631,Help Care for Babies at the Teen Family Center - 55+ Only,179,Assist staff by providing support in caring for babies.,2.0,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP)
588,5454,Market Research for Professionals,224,"Market research can help an organization determine the most effective programs to maintain and pursue once it has developed its strategic vision, mission, and aspirations. Market research can consist of interviews with key stakeholders and surveys as well as literature reviews of existing research.",1.0,Strengthening Communities,Catchafire
589,5615,Teach Adults and Kids how to Ride Bikes!,166,"Give the gift of confidence, freedom, independence, and a greener, healthier society to others through teaching them how to ride bicycles!",5.0,Health,Bike New York
590,5079,2011 Concern Spring Run in Central Park!,599,"Concern’s annual Spring Run needs volunteers! Looking for groups & individuals! Concern Worldwide US, an international humanitarian agency committed to fighting extreme poverty around the world, needs over 100 volunteers to help spread the word and join us for a great day out in Central Park!",1.0,Strengthening Communities,Concern Worldwide US
591,5075,Be a Proctor for Students Taking Exams - 55+ Only,193,This volunteer opportunity is great for people who are interested in volunteering in a university environment with graduate and undergraduate college students.,3.0,Education,Community Service Society/Retired & Senior Volunteer Program (RSVP)
592,5034,Volunteer with El Museo del Barrio,1036,El Museo del Barrio needs your help for a wide array of volunteer tasks!,1.0,Strengthening Communities,El Museo Del Barrio
593,5188,Volunteer at Queens Sand Castle Contest,437,"Join the Department of Parks and Recreation at Far Rockaway Beach on July 24th for a Sand Castle Contest.  Time commitment will include morning and afternoon hours.  Volunteers needed for crafts, face painting, refreshment distribution and contest judging.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
594,5612,Personal Shopper,286,Personal Shoppers work one-on-one with Dress for Success clients to help select their interview suit. Personal shopping is a wonderful way to boost women’s confidence and make a direct impact on our clients’ lives.,2.0,Helping Neighbors in Need,Dress for Success - Bronx Branch
595,4984,Help New Yorkers Affected by the Storm in Queens ,621,"Thousands of New Yorkers aren’t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs.  If you’re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",2.0,Helping Neighbors in Need,NYC Service
596,5537,Volunteer to teach ESL students in Chinatown!,280,"CVM AmeriCorps’ English Language Literacy program offers free ESL classes to adult learners in the Chinatown and LES community. We currently have four classes - Beginner 1,Beginner 2, Intermediate, and Advanced Conversation. Our classes run on a Monday to Thursday schedule, from 6:30 – 8:30pm.",2.0,Helping Neighbors in Need,Pace University Community & Volunteer Mobilization AmeriCorps
597,5048,Fundraising and Development Manager for Healthy Eating Programs,174,Looking for someone  to grow the impact of our programs by getting involved in all aspects of our fundraising operations with a focus on fundraising management and development.,1.0,Strengthening Communities,"Spoons Across America dba Farm to Table, Inc."
598,5589,Community Health Promotion and Awareness Intern,183,"Intern will have the opportunity to gain experience in many aspects of health education such as: outreach activities, developing culturally specific program materials, and hands on program implementation.",5.0,Health,The Leukemia & Lymphoma Society
599,5585,Administrative Assistant,219,"Administrative Assistant need to help with Filing, answering the phones and greeting clients.",1.0,Strengthening Communities,Episcopal Social Services NYC
600,5398,Marketing & Advertising Volunteer,330,"World Cares Center is looking for individuals to help us with branding initiatives and producing print materials (pamphlets, brochures, etc.)for marketing our programs and initiatives.",1.0,Strengthening Communities,World Cares Center
601,5597,Photographer,227,"The Family Center is a New York City non-profit dedicated to strengthening families affected by illness, crisis, and loss.  We are currently seeking a volunteer event photographer to capture compelling images of the children and families in our care.",1.0,Strengthening Communities,The Family Center
602,5154,"Housing Works, Inc. Needs Corporate Group Volunteers",464,"Housing Works, Inc. is looking to partner with corporate volunteer groups to volunteer at our Processing and Donations Center in Long Island City Queens. We can accommodate large groups and welcome help Mondays through Saturdays.",1.0,Strengthening Communities,"Housing Works, Inc."
603,5533,Coordinator,233,Our Annual Back to School Kickoff,1.0,Strengthening Communities,Project Mentor Development Council Inc. 
604,5581,Clerical Assistant,308,"Clerical Assistanted wanted.  Assist in filing, typing, record keeping, some receptionist duties.",1.0,Strengthening Communities,Episcopal Social Services NYC
605,5276,Computers / Technical Support Volunteer Opportunity,329,"Windows desktop support and system administration, networking, software updating and configuration, and office equipment troubleshooting.",1.0,Strengthening Communities,Hearts and Minds
606,5393,Administrative Volunteer,693,We are looking for an excited and organized individual to help us in our day to day activities. Join a dynamic team to help prevent suicide.,2.0,Helping Neighbors in Need,National Suicide Prevention Lifeline
608,5437,Miles For Moms Charity Run/Walk Volunteer Opportunities,324,"Volunteers Needed for 4-Mile Charity Run/Walk for Cancer Research in New York City's Central Park on Sunday, July 17, 2011 (7:00 a.m. to Noon)",1.0,Strengthening Communities,Miles For Moms
609,5405,Audience support,69,"Help pass out programs, serve food to performers, support audience members.",1.0,Strengthening Communities,"The Puppetry Arts Theatre, Inc"
610,5267,Overnight Night Volunteer,374,"The Olivieri Drop-In Center participates in the Emergency Shelter Network Respite Bed Program, a network of volunteer-run emergency respite sites hosted by various Congregations and community organizations throughout New York City.",2.0,Helping Neighbors in Need,The Olivieri Drop In Center for Men and Women
611,5255,Nonprofit Development - Public Relations,290,Help our nonprofit tell its story,1.0,Strengthening Communities,"Going Coastal, Inc."
612,5194,Free CPR Training in Brooklyn!,1781,Learn CPR. Save a life. Use your BLANK for good.,6.0,Emergency Preparedness,NYC Service
613,5117,Queens-Fitness Instructor for Shape Up NYC,1454,"Yoga instructor needed at Roy Wilkins Recreation Center in Jamaica, Queens.",5.0,Health,New York City Department of Parks & Recreation
614,4973,Queens Fitness Instructor for Shape Up NY!,437,NYC Parks and Recreation seeks your participation to enrich our parks! Shape Up New York is a free fitness program for all ages and is looking for a Zumba instructor at Forest Park Wallenburg Square in Queens.   Volunteers must have some experience as a fitness instructor.,5.0,Health,New York City Department of Parks & Recreation
615,5162,Best Buddies NYC Friendship Walk 2011,215,"Join us on April 3, 2011 for the Best Buddies NYC Friendship Walk and help us step closer to a more accepting and inclusive future for people with intellectual and developmental disabilities!",1.0,Strengthening Communities,Best Buddies New York
616,5610,Knitter/crochet,439,Volunteer needed to teach individuals to knit and crochet.  The items are for the children and seniors who are patients at the hospital.  The volunteer would be needed for three to four hours per week.,1.0,Strengthening Communities,Bellevue Hospital
617,5775,Help the Catskills Relief Effort,269,Help our neighbors up north by staffing canned food drives at one of our Brooklyn farmer's markets.,2.0,Helping Neighbors in Need,NYC Service
618,5145,English as a Second Language Instructor,346,Lenox Hill Neighborhood House is the oldest and largest social and educational services organization on Manhattan's Upper East Side.,2.0,Helping Neighbors in Need,The Lenox Hill Neighborhood House
619,4986,Help New Yorkers Affected by the Storm In Staten Island ,10,"Thousands of New Yorkers aren’t able to dig out the snow; many need help shoveling snow, bringing groceries into their home, or traveling to mass transit hubs.  If you’re an able-bodied New Yorker with a few minutes to spare, please find an opportunity in your neighborhood below.",2.0,Helping Neighbors in Need,NYC Service
620,5703,"Divert Clothing & Textiles From the Landfill, Neighborhood Greenmarket Textile Recycling Drive",154,Volunteers are needed to help divert clothing and textile waste from the landfill at our textile recycling drive!  Help out your community and enjoy a day outside as you receive bags of textiles and help load the collection truck at the end of the day.,4.0,Environment,Office of Recycling Outreach and Education
621,5395,Volunteers needed to reorganize a library for seniors!,205,Volunteers are needed to pitch in and help reorganize a library for low-income seniors in Brooklyn. Help freshen up the those dusty shelves and have some fun!,1.0,Strengthening Communities,Metropolitan Council on Jewish Poverty
622,5605,Wii Fitness Instructor for Seniors,99,"Metropolitan Council on Jewish Poverty is one of New York's largest human services agencies, providing more than 100,000 New Yorkers with critical services in their fight against poverty and its effects every year.",5.0,Health,Metropolitan Council on Jewish Poverty
624,4990,GED Instructer Needed!,161,Instruct adults lacking HSD/GED in preparation for the GED exam in a small group setting in Harlem.,2.0,Helping Neighbors in Need,"Civic Association Serving Harlems, Inc"
625,5592,Use Your Skills To Help Others - 55+ Only,107,Provide Youth and Adults with New Skills.,2.0,Helping Neighbors in Need,Community Service Society/Retired & Senior Volunteer Program (RSVP)
626,5776,ACADEMIC TUTORING OPPORTUNITIES AT HARLEM RBI:  GREAT EXPERIENCE FOR ANYONE,12,We are currently in the process of recruiting academic tutors for our after school programs. The time commitment is not strenuous. It is also a great opportunity to gain experience working with youth.,3.0,Education,Harlem RBI
627,5528,Boys Scout Leader,54,Oversee our boys scout on saturdays as a troup leader,1.0,Strengthening Communities,Project Mentor Development Council Inc. 
628,5588,Future Coach,1902,"Inspire one high school Future Fellow by partnering with them for one school year. Together, during weekly 90 minute meetings, you will discover a passion, build a project, and spread inspiration throughout the school and community.",3.0,Education,The Future Project
629,5742,Marketing Intern,91,"Live Out Loud is looking for a marketing intern to help promote programs for LGBT (lesbian, gay, bisexual, and transgender) youth!",1.0,Strengthening Communities,Live Out Loud - Volunteers
630,5586,Fall Volunteer ESL Teacher,203,We are looking for enthusiastic volunteers to teach our ESL classes for the fall semester. No experience is necessary and training is provided!,2.0,Helping Neighbors in Need,Arab American Association Of New York
631,5469,Apartment Building Recycling Initiative,540,Promote recycling in your apartment building!,4.0,Environment,New York City Department of Sanitation
632,5747,Bronx Non-Profit Legal Service Provider Seeks Interns,81,Part of the Solution (POTS) Legal Clinic (www.potsbronx.org) serves low-income residents of the Bronx.,2.0,Helping Neighbors in Need,Part of the Solution (POTS)
633,5449,Social Media Plan for Professionals,125,"A social media plan helps an organization develop a presence in the digital sphere, through social media sites like Facebook, Twitter, and others. Social media helps an organization interact and engage with online audiences to increase awareness about its mission, all on a shoestring budget.",1.0,Strengthening Communities,Catchafire
634,5254,Social Networker,285,Conservation nonprofit seeks virtual volunteers to assist in building its social networks and online presence through web 2.0 options.,1.0,Strengthening Communities,"Going Coastal, Inc."
635,5687,Undergraduate and Graduate Students  Fall/Spring Interns wanted to work with Class Wish ,118,We are recruiting outstanding undergraduate and graduate students as interns for the 2011-2012 school year to collaborate on the boldest nonprofit initiative we know.,3.0,Education,ClassWish
637,5721,GrowNYC Volunteer,324,"Receive, sort, and display donated Halloween costumes!",1.0,Strengthening Communities,Office of Recycling Outreach and Education
639,5373,Lifeguard Workshop Facilitators ,166,"Lifeguard facilitators travel the greater NYC area, conducting workshops for youth and adults alike in schools and other youth-oriented venues.",1.0,Strengthening Communities,The Trevor Project
640,5265,Board Secretary,257,"The secretary will be responsible for taking meeting minutes, filing and managing correspondences among board members, staff and volunteers.",1.0,Strengthening Communities,Family and Community Support Services
641,5710,Croton Trail Volunteer Day,101,Help with a forest restoration project along the Old Croton Aqueduct Trail of Van Cortlandt Park,1.0,Strengthening Communities,Friends of Van Cortlandt Park
642,5404,Art Workshop Assistant - make art in laundromats!,619,"Become a teaching assistant for the day by helping an LP teaching artist run an outdoor art workshop at a New York City laundromat. Other opportunities available, too!  Most workshops are held at a Harlem laundromat, but we recruit volunteers for events in other locations, as needed.",1.0,Strengthening Communities,The Laundromat Project
643,5641,Administrative Intern,262,NYLAG is currently looking for administrative interns to work with the executive assistant to the president of organization on special projects.,2.0,Helping Neighbors in Need,New York Legal Assistance Group
644,5286,World Science Festival needs immediate office assistance ,210,"The World Science Festival, one of the largest and most prestigious gathering of scientists and science enthusiasts, is currently seeking volunteers to assist with administrative office work.",1.0,Strengthening Communities,2011 World Science Festival
645,5113,Special Event Volunteers,296,This is an opportunity to help SCOPE serve children in need in our community.  Volunteers will be provided with dinner and will be invited to enjoy a portion of the program. This is a chance to share your passion for helping the community and interact with supporters who are committed to our cause.,1.0,Strengthening Communities,SCOPE
646,5360,Summer Back to School Bash,706,Pack backpacks for our Back to School distribution.,1.0,Strengthening Communities,"Clothed With Love, Inc."
647,5352,Pro Bono Opportunities for Business Professionals,378,"From accounting to fundraising to marketing to strategy, Catchafire makes it easy for every professional to use their skills for good.",1.0,Strengthening Communities,Catchafire
649,5661,Fall Internship  for High Schools Students at ClassWish.org,50,"ClassWish is a nonprofit organization that empowers parents, educators, and local communities to make a positive change in their children's lives by providing them with the supplies they need to learn, grow and excel.",3.0,Education,ClassWish
650,5207,This Unique Museum Will Be A Big Adventure! --55+ Only ,121,This NYC cultural institution is looking for art enthusiasts who are social and would love greeting and meeting others. Being bilingual in Spanish and English is a plus.,1.0,Strengthening Communities,Community Service Society/Retired & Senior Volunteer Program (RSVP)
651,5507,Volunteer filmmakers to help Mayor's Office with YouCanToo! initiative ,304,"Attention all filmmakers, producers, and editors: The Mayor’s Office of Adult Education and the New York City Council need your help! We are looking for volunteers to provide technical assistance, on-set filming, and/or post-production editing for our new initiative, YouCanToo!",1.0,Strengthening Communities,Mayor's Office of Adult Education
652,5240,Branding and Marketing Project,113,We are looking for help with the successful re-launch of our brand with an effective roll out strategy and marketing plan.,1.0,Strengthening Communities,ARTs East New York Inc.
653,5394,Met Council Nutrition Workshop Volunteer info session,59,Met Council is looking for people passionate about helping others make healthier choices. We need your help to design and facilitate workshops to be held in our senior centers among other locations.,5.0,Health,Metropolitan Council on Jewish Poverty
654,5271,Public Relations ,242,"Public Relations: for our national publicity campaigns: press releases and other marketing materials and contact with major media, including newspapers, magazines, radio, television and the internet.",1.0,Strengthening Communities,Hearts and Minds
655,4997,Writing Tutor,1240,Help middle school students improve their writing skills.,3.0,Education,"""I Have a Dream"" Foundation - NY: Ravenswood Program"
656,5527,Be A Learning Leader: Chaperones needed for Brooklyn Museum Visits!,386,"Learning Leaders, the nation’s oldest and largest school volunteer and parent engagement, is currently seeking volunteers to serve as tour guides at the Brooklyn Museum with our ArtWorks program.",1.0,Strengthening Communities,Learning Leaders
657,5487,Transportation Alternatives NYC Century Bike Tour!,327,"Keep the NYC Century Bike Tour rolling by being part of our esteemed volunteer crew! There are many opportunities for you to choose from. Whether you want to ride, set up, help out at a local park or guide cyclists through dangerous intersections, T.A. staff (and all the riders) can use your help!",5.0,Health,Transportation Alternatives
658,5473,Volunteer Archivist Needed,179,"The Archivist will be responsible for organizing Lighthouse archives so it is easily accessible and develop a plan for cataloging, housing, and displaying current archival items, and handling incoming items going forward.  This is a flexible with a requirement of 6-10 hours per week.",1.0,Strengthening Communities,Lighthouse International
659,5178,Web Editor,154,"The Web Editor will be responsible for managing all aspects of the site’s content, which entails a conceptual and detailed plan of new content.",1.0,Strengthening Communities,Queens Pride House
660,5182,Volunteer at Summer Outdoor Movie Nights-Queens,570,"This opportunity is located in Little Bay Park, Fort Totten.  The dates are August 16, 23, and 30 at 8pm.  Volunteers are needed for the following special events: singers, clowns, magicians, arts & crafts.",1.0,Strengthening Communities,New York City Department of Parks & Recreation
661,5436,Promotional Video for Professionals,37,A promotional video gives an organization the opportunity to communicate what the organization does and why it is important to a wide audience in an engaging manner. It offers an avenue for reaching potential patrons as well as people who may not yet be familiar with the organization.,1.0,Strengthening Communities,Catchafire
662,5720,Give the Gift of Bicycling!,146,"Change a community!  Give the gift of self confidence, independence, health, and a smaller carbon footprint! Volunteer for Bike New York!",1.0,Strengthening Communities,Bike New York
663,5413,Website Design for Professionals,58,"Websites give an organization an Internet presence - providing information about the organization, as well as showcasing the achievements of the organization. A website is also useful channel of communication between the organization and its donors and beneficiaries.",1.0,Strengthening Communities,Catchafire
